"","1. open","2. high","3. low","4. close","5. adjusted close","6. volume","7. dividend amount","8. split coefficient"
"2002-04-23",1558.79,1558.79,1558.79,1558.79,1558.79,0,0,1
"2002-04-24",1547.74,1547.74,1547.74,1547.74,1547.74,0,0,1
"2002-04-25",1545.4,1545.4,1545.4,1545.4,1545.4,0,0,1
"2002-04-26",1524.08,1524.08,1524.08,1524.08,1524.08,0,0,1
"2002-04-29",1508.75,1508.75,1508.75,1508.75,1508.75,0,0,1
"2002-04-30",1525,1525,1525,1525,1525,0,0,1
"2002-05-01",1538.65,1538.65,1538.65,1538.65,1538.65,0,0,1
"2002-05-02",1536.16,1536.16,1536.16,1536.16,1536.16,0,0,1
"2002-05-03",1520.4399,1520.4399,1520.4399,1520.4399,1520.4399,0,0,1
"2002-05-06",1491.05,1491.05,1491.05,1491.05,1491.05,0,0,1
"2002-05-07",1486.5699,1486.5699,1486.5699,1486.5699,1486.5699,0,0,1
"2002-05-08",1542.53,1542.53,1542.53,1542.53,1542.53,0,0,1
"2002-05-09",1520.39,1520.39,1520.39,1520.39,1520.39,0,0,1
"2002-05-10",1494.87,1494.87,1494.87,1494.87,1494.87,0,0,1
"2002-05-13",1522.8,1522.8,1522.8,1522.8,1522.8,0,0,1
"2002-05-14",1555.04,1555.04,1555.04,1555.04,1555.04,0,0,1
"2002-05-15",1546.73,1546.73,1546.73,1546.73,1546.73,0,0,1
"2002-05-16",1556.9301,1556.9301,1556.9301,1556.9301,1556.9301,0,0,1
"2002-05-17",1569.17,1569.17,1569.17,1569.17,1569.17,0,0,1
"2002-05-20",1548.3101,1548.3101,1548.3101,1548.3101,1548.3101,0,0,1
"2002-05-21",1531.3199,1531.3199,1531.3199,1531.3199,1531.3199,0,0,1
"2002-05-22",1540.12,1540.12,1540.12,1540.12,1540.12,0,0,1
"2002-05-23",1555.8199,1555.8199,1555.8199,1555.8199,1555.8199,0,0,1
"2002-05-24",1537.02,1537.02,1537.02,1537.02,1537.02,0,0,1
"2002-05-28",1523.89,1523.89,1523.89,1523.89,1523.89,0,0,1
"2002-05-29",1514.33,1514.33,1514.33,1514.33,1514.33,0,0,1
"2002-05-30",1510.25,1510.25,1510.25,1510.25,1510.25,0,0,1
"2002-05-31",1513.77,1513.77,1513.77,1513.77,1513.77,0,0,1
"2002-06-03",1476.26,1476.26,1476.26,1476.26,1476.26,0,0,1
"2002-06-04",1476.28,1476.28,1476.28,1476.28,1476.28,0,0,1
"2002-06-05",1489.88,1489.88,1489.88,1489.88,1489.88,0,0,1
"2002-06-06",1460.5,1460.5,1460.5,1460.5,1460.5,0,0,1
"2002-06-07",1458.21,1458.21,1458.21,1458.21,1458.21,0,0,1
"2002-06-10",1462.78,1462.78,1462.78,1462.78,1462.78,0,0,1
"2002-06-11",1438.47,1438.47,1438.47,1438.47,1438.47,0,0,1
"2002-06-12",1448.16,1448.16,1448.16,1448.16,1448.16,0,0,1
"2002-06-13",1433.01,1433.01,1433.01,1433.01,1433.01,0,0,1
"2002-06-14",1429.78,1429.78,1429.78,1429.78,1429.78,0,0,1
"2002-06-17",1470.84,1470.84,1470.84,1470.84,1470.84,0,0,1
"2002-06-18",1472.25,1472.25,1472.25,1472.25,1472.25,0,0,1
"2002-06-19",1447.98,1447.98,1447.98,1447.98,1447.98,0,0,1
"2002-06-20",1428.55,1428.55,1428.55,1428.55,1428.55,0,0,1
"2002-06-21",1404.21,1404.21,1404.21,1404.21,1404.21,0,0,1
"2002-06-24",1409.3,1409.3,1409.3,1409.3,1409.3,0,0,1
"2002-06-25",1385.77,1385.77,1385.77,1385.77,1385.77,0,0,1
"2002-06-26",1382.78,1382.78,1382.78,1382.78,1382.78,0,0,1
"2002-06-27",1407.11,1407.11,1407.11,1407.11,1407.11,0,0,1
"2002-06-28",1405.9399,1405.9399,1405.9399,1405.9399,1405.9399,0,0,1
"2002-07-01",1375.88,1375.88,1375.88,1375.88,1375.88,0,0,1
"2002-07-02",1346.96,1346.96,1346.96,1346.96,1346.96,0,0,1
"2002-07-03",1355.4,1355.4,1355.4,1355.4,1355.4,0,0,1
"2002-07-05",1405.2,1405.2,1405.2,1405.2,1405.2,0,0,1
"2002-07-08",1388.4399,1388.4399,1388.4399,1388.4399,1388.4399,0,0,1
"2002-07-09",1354.23,1354.23,1354.23,1354.23,1354.23,0,0,1
"2002-07-10",1308.3,1308.3,1308.3,1308.3,1308.3,0,0,1
"2002-07-11",1318.1801,1318.1801,1318.1801,1318.1801,1318.1801,0,0,1
"2002-07-12",1309.6801,1309.6801,1309.6801,1309.6801,1309.6801,0,0,1
"2002-07-15",1304.76,1304.76,1304.76,1304.76,1304.76,0,0,1
"2002-07-16",1280.78,1280.78,1280.78,1280.78,1280.78,0,0,1
"2002-07-17",1287.98,1287.98,1287.98,1287.98,1287.98,0,0,1
"2002-07-18",1253.21,1253.21,1253.21,1253.21,1253.21,0,0,1
"2002-07-19",1205.16,1205.16,1205.16,1205.16,1205.16,0,0,1
"2002-07-22",1165.48,1165.48,1165.48,1165.48,1165.48,0,0,1
"2002-07-23",1133.99,1133.99,1133.99,1133.99,1133.99,0,0,1
"2002-07-24",1199.01,1199.01,1199.01,1199.01,1199.01,0,0,1
"2002-07-25",1192.28,1192.28,1192.28,1192.28,1192.28,0,0,1
"2002-07-26",1212.41,1212.41,1212.41,1212.41,1212.41,0,0,1
"2002-07-29",1278.1,1278.1,1278.1,1278.1,1278.1,0,0,1
"2002-07-30",1283.62,1283.62,1283.62,1283.62,1283.62,0,0,1
"2002-07-31",1296.34,1296.34,1296.34,1296.34,1296.34,0,0,1
"2002-08-01",1258.22,1258.22,1258.22,1258.22,1258.22,0,0,1
"2002-08-02",1229.1899,1229.1899,1229.1899,1229.1899,1229.1899,0,0,1
"2002-08-05",1187.0699,1187.0699,1187.0699,1187.0699,1187.0699,0,0,1
"2002-08-06",1222.59,1222.59,1222.59,1222.59,1222.59,0,0,1
"2002-08-07",1247.28,1247.28,1247.28,1247.28,1247.28,0,0,1
"2002-08-08",1288.12,1288.12,1288.12,1288.12,1288.12,0,0,1
"2002-08-09",1292.9399,1292.9399,1292.9399,1292.9399,1292.9399,0,0,1
"2002-08-12",1286.09,1286.09,1286.09,1286.09,1286.09,0,0,1
"2002-08-13",1258.36,1258.36,1258.36,1258.36,1258.36,0,0,1
"2002-08-14",1309.04,1309.04,1309.04,1309.04,1309.04,0,0,1
"2002-08-15",1324.3199,1324.3199,1324.3199,1324.3199,1324.3199,0,0,1
"2002-08-16",1322.36,1322.36,1322.36,1322.36,1322.36,0,0,1
"2002-08-19",1353.63,1353.63,1353.63,1353.63,1353.63,0,0,1
"2002-08-20",1334.7,1334.7,1334.7,1334.7,1334.7,0,0,1
"2002-08-21",1351.8199,1351.8199,1351.8199,1351.8199,1351.8199,0,0,1
"2002-08-22",1370.85,1370.85,1370.85,1370.85,1370.85,0,0,1
"2002-08-23",1339.79,1339.79,1339.79,1339.79,1339.79,0,0,1
"2002-08-26",1349.88,1349.88,1349.88,1349.88,1349.88,0,0,1
"2002-08-27",1331.2,1331.2,1331.2,1331.2,1331.2,0,0,1
"2002-08-28",1307.28,1307.28,1307.28,1307.28,1307.28,0,0,1
"2002-08-29",1307.28,1307.28,1307.28,1307.28,1307.28,0,0,1
"2002-08-30",1304.86,1304.86,1304.86,1304.86,1304.86,0,0,1
"2002-09-03",1250.6801,1250.6801,1250.6801,1250.6801,1250.6801,0,0,1
"2002-09-04",1273.03,1273.03,1273.03,1273.03,1273.03,0,0,1
"2002-09-05",1252.77,1252.77,1252.77,1252.77,1252.77,0,0,1
"2002-09-06",1273.88,1273.88,1273.88,1273.88,1273.88,0,0,1
"2002-09-09",1286.79,1286.79,1286.79,1286.79,1286.79,0,0,1
"2002-09-10",1296.23,1296.23,1296.23,1296.23,1296.23,0,0,1
"2002-09-11",1296.25,1296.25,1296.25,1296.25,1296.25,0,0,1
"2002-09-12",1264.42,1264.42,1264.42,1264.42,1264.42,0,0,1
"2002-09-13",1268.5699,1268.5699,1268.5699,1268.5699,1268.5699,0,0,1
"2002-09-16",1270.45,1270.45,1270.45,1270.45,1270.45,0,0,1
"2002-09-17",1245.39,1245.39,1245.39,1245.39,1245.39,0,0,1
"2002-09-18",1239.7,1239.7,1239.7,1239.7,1239.7,0,0,1
"2002-09-19",1202.47,1202.47,1202.47,1202.47,1202.47,0,0,1
"2002-09-20",1205.42,1205.42,1205.42,1205.42,1205.42,0,0,1
"2002-09-23",1188.76,1188.76,1188.76,1188.76,1188.76,0,0,1
"2002-09-24",1168.22,1168.22,1168.22,1168.22,1168.22,0,0,1
"2002-09-25",1197.5601,1197.5601,1197.5601,1197.5601,1197.5601,0,0,1
"2002-09-26",1219.6,1219.6,1219.6,1219.6,1219.6,0,0,1
"2002-09-27",1180.28,1180.28,1180.28,1180.28,1180.28,0,0,1
"2002-09-30",1163.04,1163.04,1163.04,1163.04,1163.04,0,0,1
"2002-10-01",1209.59,1209.59,1209.59,1209.59,1209.59,0,0,1
"2002-10-02",1181.3199,1181.3199,1181.3199,1181.3199,1181.3199,0,0,1
"2002-10-03",1168.5699,1168.5699,1168.5699,1168.5699,1168.5699,0,0,1
"2002-10-04",1142.36,1142.36,1142.36,1142.36,1142.36,0,0,1
"2002-10-07",1120.52,1120.52,1120.52,1120.52,1120.52,0,0,1
"2002-10-08",1139.9,1139.9,1139.9,1139.9,1139.9,0,0,1
"2002-10-09",1108.91,1108.91,1108.91,1108.91,1108.91,0,0,1
"2002-10-10",1147.8,1147.8,1147.8,1147.8,1147.8,0,0,1
"2002-10-11",1192.63,1192.63,1192.63,1192.63,1192.63,0,0,1
"2002-10-14",1201.37,1201.37,1201.37,1201.37,1201.37,0,0,1
"2002-10-15",1258.24,1258.24,1258.24,1258.24,1258.24,0,0,1
"2002-10-16",1228.01,1228.01,1228.01,1228.01,1228.01,0,0,1
"2002-10-17",1255.42,1255.42,1255.42,1255.42,1255.42,0,0,1
"2002-10-18",1262.84,1262.84,1262.84,1262.84,1262.84,0,0,1
"2002-10-21",1284.73,1284.73,1284.73,1284.73,1284.73,0,0,1
"2002-10-22",1271.08,1271.08,1271.08,1271.08,1271.08,0,0,1
"2002-10-23",1279.63,1279.63,1279.63,1279.63,1279.63,0,0,1
"2002-10-24",1260.17,1260.17,1260.17,1260.17,1260.17,0,0,1
"2002-10-25",1281.8101,1281.8101,1281.8101,1281.8101,1281.8101,0,0,1
"2002-10-28",1271.2,1271.2,1271.2,1271.2,1271.2,0,0,1
"2002-10-29",1259.79,1259.79,1259.79,1259.79,1259.79,0,0,1
"2002-10-30",1272.25,1272.25,1272.25,1272.25,1272.25,0,0,1
"2002-10-31",1265.41,1265.41,1265.41,1265.41,1265.41,0,0,1
"2002-11-01",1287.13,1287.13,1287.13,1287.13,1287.13,0,0,1
"2002-11-04",1297.6899,1297.6899,1297.6899,1297.6899,1297.6899,0,0,1
"2002-11-05",1307.8,1307.8,1307.8,1307.8,1307.8,0,0,1
"2002-11-06",1320.04,1320.04,1320.04,1320.04,1320.04,0,0,1
"2002-11-07",1290.15,1290.15,1290.15,1290.15,1290.15,0,0,1
"2002-11-08",1278.9399,1278.9399,1278.9399,1278.9399,1278.9399,0,0,1
"2002-11-11",1252.42,1252.42,1252.42,1252.42,1252.42,0,0,1
"2002-11-12",1262.14,1262.14,1262.14,1262.14,1262.14,0,0,1
"2002-11-13",1261.97,1261.97,1261.97,1261.97,1261.97,0,0,1
"2002-11-14",1293.21,1293.21,1293.21,1293.21,1293.21,0,0,1
"2002-11-15",1301.28,1301.28,1301.28,1301.28,1301.28,0,0,1
"2002-11-18",1287.79,1287.79,1287.79,1287.79,1287.79,0,0,1
"2002-11-19",1282.61,1282.61,1282.61,1282.61,1282.61,0,0,1
"2002-11-20",1307.61,1307.61,1307.61,1307.61,1307.61,0,0,1
"2002-11-21",1335.75,1335.75,1335.75,1335.75,1335.75,0,0,1
"2002-11-22",1331.17,1331.17,1331.17,1331.17,1331.17,0,0,1
"2002-11-25",1334.52,1334.52,1334.52,1334.52,1334.52,0,0,1
"2002-11-26",1306.79,1306.79,1306.79,1306.79,1306.79,0,0,1
"2002-11-27",1343.47,1343.47,1343.47,1343.47,1343.47,0,0,1
"2002-11-29",1339.89,1339.89,1339.89,1339.89,1339.89,0,0,1
"2002-12-02",1337.35,1337.35,1337.35,1337.35,1337.35,0,0,1
"2002-12-03",1317.65,1317.65,1317.65,1317.65,1317.65,0,0,1
"2002-12-04",1313.54,1313.54,1313.54,1313.54,1313.54,0,0,1
"2002-12-05",1297.8,1297.8,1297.8,1297.8,1297.8,0,0,1
"2002-12-06",1305.99,1305.99,1305.99,1305.99,1305.99,0,0,1
"2002-12-09",1277.05,1277.05,1277.05,1277.05,1277.05,0,0,1
"2002-12-10",1294.91,1294.91,1294.91,1294.91,1294.91,0,0,1
"2002-12-11",1295.91,1295.91,1295.91,1295.91,1295.91,0,0,1
"2002-12-12",1291.16,1291.16,1291.16,1291.16,1291.16,0,0,1
"2002-12-13",1273.83,1273.83,1273.83,1273.83,1273.83,0,0,1
"2002-12-16",1303.85,1303.85,1303.85,1303.85,1303.85,0,0,1
"2002-12-17",1293.26,1293.26,1293.26,1293.26,1293.26,0,0,1
"2002-12-18",1276.36,1276.36,1276.36,1276.36,1276.36,0,0,1
"2002-12-19",1266.79,1266.79,1266.79,1266.79,1266.79,0,0,1
"2002-12-20",1283.26,1283.26,1283.26,1283.26,1283.26,0,0,1
"2002-12-23",1285.6,1285.6,1285.6,1285.6,1285.6,0,0,1
"2002-12-24",1278.58,1278.58,1278.58,1278.58,1278.58,0,0,1
"2002-12-26",1274.5601,1274.5601,1274.5601,1274.5601,1274.5601,0,0,1
"2002-12-27",1254.66,1254.66,1254.66,1254.66,1254.66,0,0,1
"2002-12-30",1260.42,1260.42,1260.42,1260.42,1260.42,0,0,1
"2002-12-31",1261.1801,1261.1801,1261.1801,1261.1801,1261.1801,0,0,1
"2003-01-02",1303.17,1303.17,1303.17,1303.17,1303.17,0,0,1
"2003-01-03",1302.55,1302.55,1302.55,1302.55,1302.55,0,0,1
"2003-01-06",1331.8199,1331.8199,1331.8199,1331.8199,1331.8199,0,0,1
"2003-01-07",1323.17,1323.17,1323.17,1323.17,1323.17,0,0,1
"2003-01-08",1304.95,1304.95,1304.95,1304.95,1304.95,0,0,1
"2003-01-09",1330.3101,1330.3101,1330.3101,1330.3101,1330.3101,0,0,1
"2003-01-10",1330.29,1330.29,1330.29,1330.29,1330.29,0,0,1
"2003-01-13",1328.5,1328.5,1328.5,1328.5,1328.5,0,0,1
"2003-01-14",1336.25,1336.25,1336.25,1336.25,1336.25,0,0,1
"2003-01-15",1317.1801,1317.1801,1317.1801,1317.1801,1317.1801,0,0,1
