"","1. open","2. high","3. low","4. close","5. adjusted close","6. volume","7. dividend amount","8. split coefficient"
"2001-10-15",3393.6201,3393.6201,3393.6201,3393.6201,3393.6201,0,0,1
"2001-10-16",3455.27,3455.27,3455.27,3455.27,3455.27,0,0,1
"2001-10-17",3531.76,3531.76,3531.76,3531.76,3531.76,0,0,1
"2001-10-18",3457.8999,3457.8999,3457.8999,3457.8999,3457.8999,0,0,1
"2001-10-19",3406.9399,3406.9399,3406.9399,3406.9399,3406.9399,0,0,1
"2001-10-22",3480.27,3480.27,3480.27,3480.27,3480.27,0,0,1
"2001-10-23",3580.5,3580.5,3580.5,3580.5,3580.5,0,0,1
"2001-10-24",3609.6499,3609.6499,3609.6499,3609.6499,3609.6499,0,0,1
"2001-10-25",3523.4299,3523.4299,3523.4299,3523.4299,3523.4299,0,0,1
"2001-10-26",3611.8799,3611.8799,3611.8799,3611.8799,3611.8799,0,0,1
"2001-10-29",3527.55,3527.55,3527.55,3527.55,3527.55,0,0,1
"2001-10-30",3414.72,3414.72,3414.72,3414.72,3414.72,0,0,1
"2001-10-31",3478.6299,3478.6299,3478.6299,3478.6299,3478.6299,0,0,1
"2001-11-01",3508.96,3508.96,3508.96,3508.96,3508.96,0,0,1
"2001-11-02",3503.26,3503.26,3503.26,3503.26,3503.26,0,0,1
"2001-11-05",0,0,0,0,0,0,0,1
"2001-11-06",3589.6899,3589.6899,3589.6899,3589.6899,3589.6899,0,0,1
"2001-11-07",3633.05,3633.05,3633.05,3633.05,3633.05,0,0,1
"2001-11-08",3719.47,3719.47,3719.47,3719.47,3719.47,0,0,1
"2001-11-09",3665.78,3665.78,3665.78,3665.78,3665.78,0,0,1
"2001-11-12",3744.5601,3744.5601,3744.5601,3744.5601,3744.5601,0,0,1
"2001-11-13",3717.98,3717.98,3717.98,3717.98,3717.98,0,0,1
"2001-11-14",3708.3601,3708.3601,3708.3601,3708.3601,3708.3601,0,0,1
"2001-11-15",3703.8501,3703.8501,3703.8501,3703.8501,3703.8501,0,0,1
"2001-11-16",3743.4399,3743.4399,3743.4399,3743.4399,3743.4399,0,0,1
"2001-11-19",3795.72,3795.72,3795.72,3795.72,3795.72,0,0,1
"2001-11-20",3747.27,3747.27,3747.27,3747.27,3747.27,0,0,1
"2001-11-21",3730.04,3730.04,3730.04,3730.04,3730.04,0,0,1
"2001-11-22",3770.29,3770.29,3770.29,3770.29,3770.29,0,0,1
"2001-11-23",0,0,0,0,0,0,0,1
"2001-11-26",3753.54,3753.54,3753.54,3753.54,3753.54,0,0,1
"2001-11-27",3681.05,3681.05,3681.05,3681.05,3681.05,0,0,1
"2001-11-28",3631.76,3631.76,3631.76,3631.76,3631.76,0,0,1
"2001-11-29",3629.3701,3629.3701,3629.3701,3629.3701,3629.3701,0,0,1
"2001-11-30",3658.27,3658.27,3658.27,3658.27,3658.27,0,0,1
"2001-12-03",3645.6001,3645.6001,3645.6001,3645.6001,3645.6001,0,0,1
"2001-12-04",3690.25,3690.25,3690.25,3690.25,3690.25,0,0,1
"2001-12-05",3821.8,3821.8,3821.8,3821.8,3821.8,0,0,1
"2001-12-06",3828.76,3828.76,3828.76,3828.76,3828.76,0,0,1
"2001-12-07",3792.8501,3792.8501,3792.8501,3792.8501,3792.8501,0,0,1
"2001-12-10",3720.2,3720.2,3720.2,3720.2,3720.2,0,0,1
"2001-12-11",0,0,0,0,0,0,0,1
"2001-12-12",3692.3899,3692.3899,3692.3899,3692.3899,3692.3899,0,0,1
"2001-12-13",3607.26,3607.26,3607.26,3607.26,3607.26,0,0,1
"2001-12-14",3568.73,3568.73,3568.73,3568.73,3568.73,0,0,1
"2001-12-17",3692.8501,3692.8501,3692.8501,3692.8501,3692.8501,0,0,1
"2001-12-18",3680.55,3680.55,3680.55,3680.55,3680.55,0,0,1
"2001-12-19",3651.51,3651.51,3651.51,3651.51,3651.51,0,0,1
"2001-12-20",3617.47,3617.47,3617.47,3617.47,3617.47,0,0,1
"2001-12-21",3696.4399,3696.4399,3696.4399,3696.4399,3696.4399,0,0,1
"2001-12-24",3696.98,3696.98,3696.98,3696.98,3696.98,0,0,1
"2001-12-25",0,0,0,0,0,0,0,1
"2001-12-26",0,0,0,0,0,0,0,1
"2001-12-27",3778.3899,3778.3899,3778.3899,3778.3899,3778.3899,0,0,1
"2001-12-28",3806.1299,3806.1299,3806.1299,3806.1299,3806.1299,0,0,1
"2001-12-31",3806.1299,3806.1299,3806.1299,3806.1299,3806.1299,0,0,1
"2002-01-01",0,0,0,0,0,0,0,1
"2002-01-02",3755.5601,3755.5601,3755.5601,3755.5601,3755.5601,0,0,1
"2002-01-03",3833.0901,3833.0901,3833.0901,3833.0901,3833.0901,0,0,1
"2002-01-04",3820.4199,3820.4199,3820.4199,3820.4199,3820.4199,0,0,1
"2002-01-07",3754.4199,3754.4199,3754.4199,3754.4199,3754.4199,0,0,1
"2002-01-08",3724.04,3724.04,3724.04,3724.04,3724.04,0,0,1
"2002-01-09",3722.98,3722.98,3722.98,3722.98,3722.98,0,0,1
"2002-01-10",3666.3601,3666.3601,3666.3601,3666.3601,3666.3601,0,0,1
"2002-01-11",3696.6599,3696.6599,3696.6599,3696.6599,3696.6599,0,0,1
"2002-01-14",3588.51,3588.51,3588.51,3588.51,3588.51,0,0,1
"2002-01-15",3637.2,3637.2,3637.2,3637.2,3637.2,0,0,1
"2002-01-16",3576.6001,3576.6001,3576.6001,3576.6001,3576.6001,0,0,1
"2002-01-17",3649.4299,3649.4299,3649.4299,3649.4299,3649.4299,0,0,1
"2002-01-18",3639.27,3639.27,3639.27,3639.27,3639.27,0,0,1
"2002-01-21",3601.97,3601.97,3601.97,3601.97,3601.97,0,0,1
"2002-01-22",3614.6201,3614.6201,3614.6201,3614.6201,3614.6201,0,0,1
"2002-01-23",3648.8101,3648.8101,3648.8101,3648.8101,3648.8101,0,0,1
"2002-01-24",3710.1399,3710.1399,3710.1399,3710.1399,3710.1399,0,0,1
"2002-01-25",3701.3,3701.3,3701.3,3701.3,3701.3,0,0,1
"2002-01-28",0,0,0,0,0,0,0,1
"2002-01-29",3684.6499,3684.6499,3684.6499,3684.6499,3684.6499,0,0,1
"2002-01-30",3630.73,3630.73,3630.73,3630.73,3630.73,0,0,1
"2002-01-31",3670.26,3670.26,3670.26,3670.26,3670.26,0,0,1
"2002-02-01",3682.6899,3682.6899,3682.6899,3682.6899,3682.6899,0,0,1
"2002-02-04",3619.23,3619.23,3619.23,3619.23,3619.23,0,0,1
"2002-02-05",3535.7,3535.7,3535.7,3535.7,3535.7,0,0,1
"2002-02-06",3485.3799,3485.3799,3485.3799,3485.3799,3485.3799,0,0,1
"2002-02-07",3519.9299,3519.9299,3519.9299,3519.9299,3519.9299,0,0,1
"2002-02-08",3507.46,3507.46,3507.46,3507.46,3507.46,0,0,1
"2002-02-11",3556.0901,3556.0901,3556.0901,3556.0901,3556.0901,0,0,1
"2002-02-12",3543.27,3543.27,3543.27,3543.27,3543.27,0,0,1
"2002-02-13",3571.55,3571.55,3571.55,3571.55,3571.55,0,0,1
"2002-02-14",3616.1399,3616.1399,3616.1399,3616.1399,3616.1399,0,0,1
"2002-02-15",3555.1499,3555.1499,3555.1499,3555.1499,3555.1499,0,0,1
"2002-02-18",3537.52,3537.52,3537.52,3537.52,3537.52,0,0,1
"2002-02-19",3448.98,3448.98,3448.98,3448.98,3448.98,0,0,1
"2002-02-20",3433.0801,3433.0801,3433.0801,3433.0801,3433.0801,0,0,1
"2002-02-21",3480.5801,3480.5801,3480.5801,3480.5801,3480.5801,0,0,1
"2002-02-22",3430.1799,3430.1799,3430.1799,3430.1799,3430.1799,0,0,1
"2002-02-25",3493.3201,3493.3201,3493.3201,3493.3201,3493.3201,0,0,1
"2002-02-26",3519.8,3519.8,3519.8,3519.8,3519.8,0,0,1
"2002-02-27",3591.23,3591.23,3591.23,3591.23,3591.23,0,0,1
"2002-02-28",3624.74,3624.74,3624.74,3624.74,3624.74,0,0,1
"2002-03-01",3645.3301,3645.3301,3645.3301,3645.3301,3645.3301,0,0,1
"2002-03-04",3748.55,3748.55,3748.55,3748.55,3748.55,0,0,1
"2002-03-05",3732.0801,3732.0801,3732.0801,3732.0801,3732.0801,0,0,1
"2002-03-06",3748.6699,3748.6699,3748.6699,3748.6699,3748.6699,0,0,1
"2002-03-07",3766.8101,3766.8101,3766.8101,3766.8101,3766.8101,0,0,1
"2002-03-08",3789.8799,3789.8799,3789.8799,3789.8799,3789.8799,0,0,1
"2002-03-11",3766.8999,3766.8999,3766.8999,3766.8999,3766.8999,0,0,1
"2002-03-12",3723.95,3723.95,3723.95,3723.95,3723.95,0,0,1
"2002-03-13",3702.8899,3702.8899,3702.8899,3702.8899,3702.8899,0,0,1
"2002-03-14",3711.45,3711.45,3711.45,3711.45,3711.45,0,0,1
"2002-03-15",0,0,0,0,0,0,0,1
"2002-03-18",3778.72,3778.72,3778.72,3778.72,3778.72,0,0,1
"2002-03-19",3796.26,3796.26,3796.26,3796.26,3796.26,0,0,1
"2002-03-20",3747.27,3747.27,3747.27,3747.27,3747.27,0,0,1
"2002-03-21",3722.6799,3722.6799,3722.6799,3722.6799,3722.6799,0,0,1
"2002-03-22",3744.3701,3744.3701,3744.3701,3744.3701,3744.3701,0,0,1
"2002-03-25",3711.76,3711.76,3711.76,3711.76,3711.76,0,0,1
"2002-03-26",3732.75,3732.75,3732.75,3732.75,3732.75,0,0,1
"2002-03-27",3734.98,3734.98,3734.98,3734.98,3734.98,0,0,1
"2002-03-28",3784.05,3784.05,3784.05,3784.05,3784.05,0,0,1
"2002-03-29",0,0,0,0,0,0,0,1
"2002-04-01",0,0,0,0,0,0,0,1
"2002-04-02",3743.96,3743.96,3743.96,3743.96,3743.96,0,0,1
"2002-04-03",3748.4399,3748.4399,3748.4399,3748.4399,3748.4399,0,0,1
"2002-04-04",3691.1001,3691.1001,3691.1001,3691.1001,3691.1001,0,0,1
"2002-04-05",3677.72,3677.72,3677.72,3677.72,3677.72,0,0,1
"2002-04-08",3604.73,3604.73,3604.73,3604.73,3604.73,0,0,1
"2002-04-09",3623,3623,3623,3623,3623,0,0,1
"2002-04-10",3660.5,3660.5,3660.5,3660.5,3660.5,0,0,1
"2002-04-11",3593.4299,3593.4299,3593.4299,3593.4299,3593.4299,0,0,1
"2002-04-12",3611.79,3611.79,3611.79,3611.79,3611.79,0,0,1
"2002-04-15",3650.23,3650.23,3650.23,3650.23,3650.23,0,0,1
"2002-04-16",3742.8799,3742.8799,3742.8799,3742.8799,3742.8799,0,0,1
"2002-04-17",3746.6899,3746.6899,3746.6899,3746.6899,3746.6899,0,0,1
"2002-04-18",3704.8601,3704.8601,3704.8601,3704.8601,3704.8601,0,0,1
"2002-04-19",3709.01,3709.01,3709.01,3709.01,3709.01,0,0,1
"2002-04-22",3665.27,3665.27,3665.27,3665.27,3665.27,0,0,1
"2002-04-23",3657.8,3657.8,3657.8,3657.8,3657.8,0,0,1
"2002-04-24",3625.6699,3625.6699,3625.6699,3625.6699,3625.6699,0,0,1
"2002-04-25",3574.3799,3574.3799,3574.3799,3574.3799,3574.3799,0,0,1
"2002-04-26",3561.0801,3561.0801,3561.0801,3561.0801,3561.0801,0,0,1
"2002-04-29",3538.74,3538.74,3538.74,3538.74,3538.74,0,0,1
"2002-04-30",3574.24,3574.24,3574.24,3574.24,3574.24,0,0,1
"2002-05-01",3574.24,3574.24,3574.24,3574.24,3574.24,0,0,1
"2002-05-02",3543.1201,3543.1201,3543.1201,3543.1201,3543.1201,0,0,1
"2002-05-03",3496.4399,3496.4399,3496.4399,3496.4399,3496.4399,0,0,1
"2002-05-06",3479.29,3479.29,3479.29,3479.29,3479.29,0,0,1
"2002-05-07",3453.29,3453.29,3453.29,3453.29,3453.29,0,0,1
"2002-05-08",3540.6399,3540.6399,3540.6399,3540.6399,3540.6399,0,0,1
"2002-05-09",3525.5901,3525.5901,3525.5901,3525.5901,3525.5901,0,0,1
"2002-05-10",3465.1201,3465.1201,3465.1201,3465.1201,3465.1201,0,0,1
"2002-05-13",3511.01,3511.01,3511.01,3511.01,3511.01,0,0,1
"2002-05-14",3575.6201,3575.6201,3575.6201,3575.6201,3575.6201,0,0,1
"2002-05-15",3595.73,3595.73,3595.73,3595.73,3595.73,0,0,1
"2002-05-16",3579.03,3579.03,3579.03,3579.03,3579.03,0,0,1
"2002-05-17",3554.77,3554.77,3554.77,3554.77,3554.77,0,0,1
"2002-05-20",3518.98,3518.98,3518.98,3518.98,3518.98,0,0,1
"2002-05-21",3512.8799,3512.8799,3512.8799,3512.8799,3512.8799,0,0,1
"2002-05-22",3459.02,3459.02,3459.02,3459.02,3459.02,0,0,1
"2002-05-23",3467.6699,3467.6699,3467.6699,3467.6699,3467.6699,0,0,1
"2002-05-24",3477.0601,3477.0601,3477.0601,3477.0601,3477.0601,0,0,1
"2002-05-27",3500.9399,3500.9399,3500.9399,3500.9399,3500.9399,0,0,1
"2002-05-28",3472.3999,3472.3999,3472.3999,3472.3999,3472.3999,0,0,1
"2002-05-29",3462.3799,3462.3799,3462.3799,3462.3799,3462.3799,0,0,1
"2002-05-30",3388.4399,3388.4399,3388.4399,3388.4399,3388.4399,0,0,1
"2002-05-31",3425.79,3425.79,3425.79,3425.79,3425.79,0,0,1
"2002-06-03",3382.54,3382.54,3382.54,3382.54,3382.54,0,0,1
"2002-06-04",3260,3260,3260,3260,3260,0,0,1
"2002-06-05",3267.77,3267.77,3267.77,3267.77,3267.77,0,0,1
"2002-06-06",3277.53,3277.53,3277.53,3277.53,3277.53,0,0,1
"2002-06-07",3210.5,3210.5,3210.5,3210.5,3210.5,0,0,1
"2002-06-10",3205.3601,3205.3601,3205.3601,3205.3601,3205.3601,0,0,1
"2002-06-11",3265.27,3265.27,3265.27,3265.27,3265.27,0,0,1
"2002-06-12",0,0,0,0,0,0,0,1
"2002-06-13",3142.21,3142.21,3142.21,3142.21,3142.21,0,0,1
"2002-06-14",3054.5,3054.5,3054.5,3054.5,3054.5,0,0,1
"2002-06-17",3193,3193,3193,3193,3193,0,0,1
"2002-06-18",3188.26,3188.26,3188.26,3188.26,3188.26,0,0,1
"2002-06-19",3122.3501,3122.3501,3122.3501,3122.3501,3122.3501,0,0,1
"2002-06-20",3057.4299,3057.4299,3057.4299,3057.4299,3057.4299,0,0,1
"2002-06-21",3036.29,3036.29,3036.29,3036.29,3036.29,0,0,1
"2002-06-24",2928.72,2928.72,2928.72,2928.72,2928.72,0,0,1
"2002-06-25",3008.29,3008.29,3008.29,3008.29,3008.29,0,0,1
"2002-06-26",2949.0701,2949.0701,2949.0701,2949.0701,2949.0701,0,0,1
"2002-06-27",3002.74,3002.74,3002.74,3002.74,3002.74,0,0,1
"2002-06-28",3133.3899,3133.3899,3133.3899,3133.3899,3133.3899,0,0,1
"2002-07-01",3131.3899,3131.3899,3131.3899,3131.3899,3131.3899,0,0,1
"2002-07-02",2999.1699,2999.1699,2999.1699,2999.1699,2999.1699,0,0,1
"2002-07-03",2928.9399,2928.9399,2928.9399,2928.9399,2928.9399,0,0,1
"2002-07-04",3013.8,3013.8,3013.8,3013.8,3013.8,0,0,1
"2002-07-05",3165.47,3165.47,3165.47,3165.47,3165.47,0,0,1
"2002-07-08",3155.8799,3155.8799,3155.8799,3155.8799,3155.8799,0,0,1
"2002-07-09",3113.7,3113.7,3113.7,3113.7,3113.7,0,0,1
"2002-07-10",2983.47,2983.47,2983.47,2983.47,2983.47,0,0,1
"2002-07-11",2883.9199,2883.9199,2883.9199,2883.9199,2883.9199,0,0,1
"2002-07-12",2886.3,2886.3,2886.3,2886.3,2886.3,0,0,1
"2002-07-15",2709.22,2709.22,2709.22,2709.22,2709.22,0,0,1
"2002-07-16",2713.73,2713.73,2713.73,2713.73,2713.73,0,0,1
"2002-07-17",2819.6299,2819.6299,2819.6299,2819.6299,2819.6299,0,0,1
"2002-07-18",2850.1399,2850.1399,2850.1399,2850.1399,2850.1399,0,0,1
"2002-07-19",2695.47,2695.47,2695.47,2695.47,2695.47,0,0,1
"2002-07-22",2544.95,2544.95,2544.95,2544.95,2544.95,0,0,1
"2002-07-23",2458.5601,2458.5601,2458.5601,2458.5601,2458.5601,0,0,1
"2002-07-24",2438.3101,2438.3101,2438.3101,2438.3101,2438.3101,0,0,1
"2002-07-25",2515.2,2515.2,2515.2,2515.2,2515.2,0,0,1
"2002-07-26",2536.9399,2536.9399,2536.9399,2536.9399,2536.9399,0,0,1
"2002-07-29",2723.01,2723.01,2723.01,2723.01,2723.01,0,0,1
"2002-07-30",2691.9099,2691.9099,2691.9099,2691.9099,2691.9099,0,0,1
"2002-07-31",2685.79,2685.79,2685.79,2685.79,2685.79,0,0,1
"2002-08-01",2557.8501,2557.8501,2557.8501,2557.8501,2557.8501,0,0,1
"2002-08-02",2547.1201,2547.1201,2547.1201,2547.1201,2547.1201,0,0,1
"2002-08-05",2447.3201,2447.3201,2447.3201,2447.3201,2447.3201,0,0,1
"2002-08-06",2592.24,2592.24,2592.24,2592.24,2592.24,0,0,1
"2002-08-07",2564.77,2564.77,2564.77,2564.77,2564.77,0,0,1
"2002-08-08",2698.1799,2698.1799,2698.1799,2698.1799,2698.1799,0,0,1
"2002-08-09",2750.1699,2750.1699,2750.1699,2750.1699,2750.1699,0,0,1
"2002-08-12",2670.78,2670.78,2670.78,2670.78,2670.78,0,0,1
"2002-08-13",2698.99,2698.99,2698.99,2698.99,2698.99,0,0,1
"2002-08-14",2590.75,2590.75,2590.75,2590.75,2590.75,0,0,1
"2002-08-15",2677.74,2677.74,2677.74,2677.74,2677.74,0,0,1
"2002-08-16",2713.96,2713.96,2713.96,2713.96,2713.96,0,0,1
"2002-08-19",2825.3899,2825.3899,2825.3899,2825.3899,2825.3899,0,0,1
"2002-08-20",2771.3999,2771.3999,2771.3999,2771.3999,2771.3999,0,0,1
"2002-08-21",2802.95,2802.95,2802.95,2802.95,2802.95,0,0,1
"2002-08-22",2872.02,2872.02,2872.02,2872.02,2872.02,0,0,1
"2002-08-23",2821.04,2821.04,2821.04,2821.04,2821.04,0,0,1
"2002-08-26",2771.1899,2771.1899,2771.1899,2771.1899,2771.1899,0,0,1
"2002-08-27",2863.6001,2863.6001,2863.6001,2863.6001,2863.6001,0,0,1
"2002-08-28",2729.9299,2729.9299,2729.9299,2729.9299,2729.9299,0,0,1
"2002-08-29",2667.1699,2667.1699,2667.1699,2667.1699,2667.1699,0,0,1
"2002-08-30",2709.29,2709.29,2709.29,2709.29,2709.29,0,0,1
"2002-09-02",2639.1799,2639.1799,2639.1799,2639.1799,2639.1799,0,0,1
"2002-09-03",2509.46,2509.46,2509.46,2509.46,2509.46,0,0,1
"2002-09-04",2534.01,2534.01,2534.01,2534.01,2534.01,0,0,1
"2002-09-05",2511.53,2511.53,2511.53,2511.53,2511.53,0,0,1
"2002-09-06",2618.1799,2618.1799,2618.1799,2618.1799,2618.1799,0,0,1
"2002-09-09",2564.8101,2564.8101,2564.8101,2564.8101,2564.8101,0,0,1
"2002-09-10",2639.8301,2639.8301,2639.8301,2639.8301,2639.8301,0,0,1
"2002-09-11",2723.1399,2723.1399,2723.1399,2723.1399,2723.1399,0,0,1
"2002-09-12",2590.1899,2590.1899,2590.1899,2590.1899,2590.1899,0,0,1
"2002-09-13",2530.8,2530.8,2530.8,2530.8,2530.8,0,0,1
"2002-09-16",2516.3101,2516.3101,2516.3101,2516.3101,2516.3101,0,0,1
"2002-09-17",2493.4199,2493.4199,2493.4199,2493.4199,2493.4199,0,0,1
"2002-09-18",2382.7,2382.7,2382.7,2382.7,2382.7,0,0,1
"2002-09-19",2328.29,2328.29,2328.29,2328.29,2328.29,0,0,1
"2002-09-20",2308.03,2308.03,2308.03,2308.03,2308.03,0,0,1
"2002-09-23",2217.48,2217.48,2217.48,2217.48,2217.48,0,0,1
"2002-09-24",2187.22,2187.22,2187.22,2187.22,2187.22,0,0,1
"2002-09-25",2238.1101,2238.1101,2238.1101,2238.1101,2238.1101,0,0,1
"2002-09-26",2373.03,2373.03,2373.03,2373.03,2373.03,0,0,1
"2002-09-27",2343.22,2343.22,2343.22,2343.22,2343.22,0,0,1
"2002-09-30",2204.3899,2204.3899,2204.3899,2204.3899,2204.3899,0,0,1
"2002-10-01",2266.55,2266.55,2266.55,2266.55,2266.55,0,0,1
"2002-10-02",2361.73,2361.73,2361.73,2361.73,2361.73,0,0,1
"2002-10-03",2305.1799,2305.1799,2305.1799,2305.1799,2305.1799,0,0,1
"2002-10-04",2224.74,2224.74,2224.74,2224.74,2224.74,0,0,1
"2002-10-07",2207.6201,2207.6201,2207.6201,2207.6201,2207.6201,0,0,1
"2002-10-08",2170.54,2170.54,2170.54,2170.54,2170.54,0,0,1
"2002-10-09",2150.26,2150.26,2150.26,2150.26,2150.26,0,0,1
"2002-10-10",2234.6201,2234.6201,2234.6201,2234.6201,2234.6201,0,0,1
"2002-10-11",2351.8101,2351.8101,2351.8101,2351.8101,2351.8101,0,0,1
"2002-10-14",2318.5,2318.5,2318.5,2318.5,2318.5,0,0,1
"2002-10-15",2485.1299,2485.1299,2485.1299,2485.1299,2485.1299,0,0,1
"2002-10-16",2444.8501,2444.8501,2444.8501,2444.8501,2444.8501,0,0,1
"2002-10-17",2536.45,2536.45,2536.45,2536.45,2536.45,0,0,1
"2002-10-18",2527.3799,2527.3799,2527.3799,2527.3799,2527.3799,0,0,1
"2002-10-21",2549.8401,2549.8401,2549.8401,2549.8401,2549.8401,0,0,1
"2002-10-22",2507.5,2507.5,2507.5,2507.5,2507.5,0,0,1
"2002-10-23",2399.77,2399.77,2399.77,2399.77,2399.77,0,0,1
"2002-10-24",2469.6201,2469.6201,2469.6201,2469.6201,2469.6201,0,0,1
"2002-10-25",2456.9099,2456.9099,2456.9099,2456.9099,2456.9099,0,0,1
"2002-10-28",2508.51,2508.51,2508.51,2508.51,2508.51,0,0,1
"2002-10-29",2383.5,2383.5,2383.5,2383.5,2383.5,0,0,1
"2002-10-30",2468.8,2468.8,2468.8,2468.8,2468.8,0,0,1
"2002-10-31",2518.99,2518.99,2518.99,2518.99,2518.99,0,0,1
"2002-11-01",2487.6599,2487.6599,2487.6599,2487.6599,2487.6599,0,0,1
"2002-11-04",2592.55,2592.55,2592.55,2592.55,2592.55,0,0,1
"2002-11-05",2614.1399,2614.1399,2614.1399,2614.1399,2614.1399,0,0,1
"2002-11-06",2578.3601,2578.3601,2578.3601,2578.3601,2578.3601,0,0,1
"2002-11-07",2485.8101,2485.8101,2485.8101,2485.8101,2485.8101,0,0,1
"2002-11-08",2450.4199,2450.4199,2450.4199,2450.4199,2450.4199,0,0,1
"2002-11-11",2434.73,2434.73,2434.73,2434.73,2434.73,0,0,1
"2002-11-12",2454.27,2454.27,2454.27,2454.27,2454.27,0,0,1
"2002-11-13",2435.6799,2435.6799,2435.6799,2435.6799,2435.6799,0,0,1
"2002-11-14",2525.74,2525.74,2525.74,2525.74,2525.74,0,0,1
"2002-11-15",2535.73,2535.73,2535.73,2535.73,2535.73,0,0,1
"2002-11-18",2572.6499,2572.6499,2572.6499,2572.6499,2572.6499,0,0,1
"2002-11-19",2550.47,2550.47,2550.47,2550.47,2550.47,0,0,1
"2002-11-20",2544.3799,2544.3799,2544.3799,2544.3799,2544.3799,0,0,1
"2002-11-21",2644.1001,2644.1001,2644.1001,2644.1001,2644.1001,0,0,1
"2002-11-22",2648.1399,2648.1399,2648.1399,2648.1399,2648.1399,0,0,1
"2002-11-25",2638.1101,2638.1101,2638.1101,2638.1101,2638.1101,0,0,1
"2002-11-26",2564.49,2564.49,2564.49,2564.49,2564.49,0,0,1
"2002-11-27",2654.77,2654.77,2654.77,2654.77,2654.77,0,0,1
"2002-11-28",2669.8899,2669.8899,2669.8899,2669.8899,2669.8899,0,0,1
"2002-11-29",2656.8501,2656.8501,2656.8501,2656.8501,2656.8501,0,0,1
"2002-12-02",2662.49,2662.49,2662.49,2662.49,2662.49,0,0,1
"2002-12-03",2585.4199,2585.4199,2585.4199,2585.4199,2585.4199,0,0,1
"2002-12-04",2577,2577,2577,2577,2577,0,0,1
"2002-12-05",2527.1799,2527.1799,2527.1799,2527.1799,2527.1799,0,0,1
"2002-12-06",2531.6599,2531.6599,2531.6599,2531.6599,2531.6599,0,0,1
"2002-12-09",2459.02,2459.02,2459.02,2459.02,2459.02,0,0,1
"2002-12-10",2486.9399,2486.9399,2486.9399,2486.9399,2486.9399,0,0,1
"2002-12-11",2515.3401,2515.3401,2515.3401,2515.3401,2515.3401,0,0,1
"2002-12-12",2471.3799,2471.3799,2471.3799,2471.3799,2471.3799,0,0,1
"2002-12-13",2429.4199,2429.4199,2429.4199,2429.4199,2429.4199,0,0,1
"2002-12-16",2522.05,2522.05,2522.05,2522.05,2522.05,0,0,1
"2002-12-17",2490.6101,2490.6101,2490.6101,2490.6101,2490.6101,0,0,1
